FoodID	taxonomy	Main.food.description
72116000	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Endive_chicory_escarole_or_romain_lettuce;Endive_chicory_escarole_or_romaine_lettuce_raw	Endive chicory escarole or romaine lettuce raw
72118211	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Greens_cooked_NS;Greens_cooked_from_fresh_fat_not_added_in_cooking	Greens cooked from fresh fat not added in cooking
72118220	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Greens_cooked_NS;Greens_cooked_NS_as_to_form_fat_added_in_cooking	Greens cooked NS as to form fat added in cooking
72119200	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Kale;Kale_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Kale cooked NS as to form NS as to fat added in cooking
72119201	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Kale;Kale_cooked_from_fresh_NS_as_to_fat_added_in_cooking	Kale cooked from fresh NS as to fat added in cooking
72119210	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Kale;Kale_cooked_NS_as_to_form_fat_not_added_in_cooking	Kale cooked NS as to form fat not added in cooking
72119211	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Kale;Kale_cooked_from_fresh_fat_not_added_in_cooking	Kale cooked from fresh fat not added in cooking
72119221	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Kale;Kale_cooked_from_fresh_fat_added_in_cooking	Kale cooked from fresh fat added in cooking
72122211	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Mustard_greens;Mustard_greens_cooked_from_fresh_fat_not_added_in_cooking	Mustard greens cooked from fresh fat not added in cooking
72122221	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Mustard_greens;Mustard_greens_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS	Mustard greens cooked from fresh fat added in cooking W VEGETABLE OIL NFS INCLUDE OIL NFS
72124100	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Radicchio;Radicchio_raw	Radicchio raw
72125100	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_raw	Spinach raw
72125200	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Spinach cooked NS as to form NS as to fat added in cooking
72125211	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_cooked_from_fresh_fat_not_added_in_cooking	Spinach cooked from fresh fat not added in cooking
72125212	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_cooked_from_frozen_fat_not_added_in_cooking	Spinach cooked from frozen fat not added in cooking
72125221	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_cooked_from_fresh_fat_added_in_cooking	Spinach cooked from fresh fat added in cooking
72125230	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_NS_as_to_form_creamed	Spinach NS as to form creamed
72125231	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Spinach;Spinach_from_fresh_creamed	Spinach from fresh creamed
72128201	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Turnip_greens;Turnip_greens_cooked_from_fresh_NS_as_to_fat_added_in_cooking	Turnip greens cooked from fresh NS as to fat added in cooking
72130100	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Watercress;Watercress_raw	Watercress raw
72132200	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_leafy_vegetables;L4_Darkgreen_leafy_vegetables;L5_Bitter_melon_leaves;Bitter_melon_leaves_horseradish_leaves_jute_leaves_or_radish_leaves_cooked_fat_not_added_in_cooking	Bitter melon leaves horseradish leaves jute leaves or radish leaves cooked fat not added in cooking
72201100	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_raw	Broccoli raw
72201200	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Broccoli cooked NS as to form NS as to fat added in cooking
72201201	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_from_fresh_NS_as_to_fat_added_in_cooking	Broccoli cooked from fresh NS as to fat added in cooking
72201210	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_NS_as_to_form_fat_not_added_in_cooking	Broccoli cooked NS as to form fat not added in cooking
72201211	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_from_fresh_fat_not_added_in_cooking	Broccoli cooked from fresh fat not added in cooking
72201212	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_from_frozen_fat_not_added_in_cooking	Broccoli cooked from frozen fat not added in cooking
72201221	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_from_fresh_fat_added_in_cooking	Broccoli cooked from fresh fat added in cooking
72201222	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_from_frozen_fat_added_in_cooking	Broccoli cooked from frozen fat added in cooking
72201230	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_NS_as_to_form_with_cheese_sauce	Broccoli cooked NS as to form with cheese sauce
72201231	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_nonleafy_vegetables;L4_Broccoli;L5_;Broccoli_cooked_from_fresh_with_cheese_sauce	Broccoli cooked from fresh with cheese sauce
72302000	L1_Vegetables;L2_Darkgreen_vegetables;L3_Darkgreen_vegetable_soups;L4_;L5_;Broccoli_soup_prepared_with_milk_home_recipe_canned_or_readytoserve	Broccoli soup prepared with milk home recipe canned or readytoserve
73101010	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_raw;Carrots_raw	Carrots raw
73101110	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_raw;Carrots_raw_salad	Carrots raw salad
73102200	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_NS_as_to_form_NS_as_to_fat_added_in_cooking	Carrots cooked NS as to form NS as to fat added in cooking
73102201	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_from_fresh_NS_as_to_fat_added_in_cooking	Carrots cooked from fresh NS as to fat added in cooking
73102210	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_NS_as_to_form_fat_not_added_in_cooking	Carrots cooked NS as to form fat not added in cooking
73102211	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_from_fresh_fat_not_added_in_cooking	Carrots cooked from fresh fat not added in cooking
73102212	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_from_frozen_fat_not_added_in_cooking	Carrots cooked from frozen fat not added in cooking
73102221	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_from_fresh_fat_added_in_cooking	Carrots cooked from fresh fat added in cooking
73102240	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_NS_as_to_form_glazed	Carrots cooked NS as to form glazed
73102241	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrots_cooked;Carrots_cooked_from_fresh_glazed	Carrots cooked from fresh glazed
73105010	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Carrot_juice;Carrot_juice	Carrot juice
73111202	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Peas_and_carrots;Peas_and_carrots_cooked_from_frozen_NS_as_to_fat_added_in_cooking	Peas and carrots cooked from frozen NS as to fat added in cooking
73111211	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Peas_and_carrots;Peas_and_carrots_cooked_from_fresh_fat_not_added_in_cooking	Peas and carrots cooked from fresh fat not added in cooking
73111212	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Peas_and_carrots;Peas_and_carrots_cooked_from_frozen_fat_not_added_in_cooking	Peas and carrots cooked from frozen fat not added in cooking
73111220	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Peas_and_carrots;Peas_and_carrots_cooked_NS_as_to_form_fat_added_in_cooking	Peas and carrots cooked NS as to form fat added in cooking
73111221	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Peas_and_carrots;Peas_and_carrots_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS	Peas and carrots cooked from fresh fat added in cooking W VEGETABLE OIL NFS INCLUDE OIL NFS
73111222	L1_Vegetables;L2_Deepyellow_vegetables;L3_Carrots;L4_Carrots;L5_Peas_and_carrots;Peas_and_carrots_cooked_from_frozen_fat_added_in_cooking	Peas and carrots cooked from frozen fat added in cooking
73201010	L1_Vegetables;L2_Deepyellow_vegetables;L3_Pumpkin;L4_Pumpkin;L5_Pumpkin_cooked;Pumpkin_cooked_NS_as_to_form_fat_not_added_in_cooking	Pumpkin cooked NS as to form fat not added in cooking
73201011	L1_Vegetables;L2_Deepyellow_vegetables;L3_Pumpkin;L4_Pumpkin;L5_Pumpkin_cooked;Pumpkin_cooked_from_fresh_fat_not_added_in_cooking	Pumpkin cooked from fresh fat not added in cooking
73301010	L1_Vegetables;L2_Deepyellow_vegetables;L3_Squash_winter;L4_Squash_winter;L5_Squash_winter_mashed;Squash_winter_type_mashed_no_fat_or_sugar_added_in_cooking	Squash winter type mashed no fat or sugar added in cooking
73301020	L1_Vegetables;L2_Deepyellow_vegetables;L3_Squash_winter;L4_Squash_winter;L5_Squash_winter_mashed;Squash_winter_type_mashed_fat_added_in_cooking_no_sugar_added_in_cooking	Squash winter type mashed fat added in cooking no sugar added in cooking
73401000	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_NFS;Sweet_potato_NFS	Sweet potato NFS
73402010	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_baked_peel_eaten;Sweet_potato_baked_peel_eaten_fat_not_added_in_cooking	Sweet potato baked peel eaten fat not added in cooking
73402020	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_baked_peel_eaten;Sweet_potato_baked_peel_eaten_fat_added_in_cooking	Sweet potato baked peel eaten fat added in cooking
73403010	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_baked_peel_not_eaten;Sweet_potato_baked_peel_not_eaten_fat_not_added_in_cooking	Sweet potato baked peel not eaten fat not added in cooking
73403020	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_baked_peel_not_eaten;Sweet_potato_baked_peel_not_eaten_fat_added_in_cooking	Sweet potato baked peel not eaten fat added in cooking
73405000	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_boiled;Sweet_potato_boiled_without_peel_NS_as_to_fat_added_in_cooking	Sweet potato boiled without peel NS as to fat added in cooking
73405010	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_boiled;Sweet_potato_boiled_without_peel_fat_not_added_in_cooking	Sweet potato boiled without peel fat not added in cooking
73405110	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_boiled;Sweet_potato_boiled_with_peel_peel_not_eaten_fat_not_added_in_cooking	Sweet potato boiled with peel peel not eaten fat not added in cooking
73406000	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_candied;Sweetpotato_candied_WO_FAT	Sweetpotato candied WO FAT
73409000	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potatoes;L5_Sweet_potato_casserole_or_mashed;Sweet_potato_casserole_or_mashed	Sweet potato casserole or mashed
73410110	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potato_fried;L5_;Sweet_potato_fried	Sweet potato fried
73410300	L1_Vegetables;L2_Deepyellow_vegetables;L3_Sweet_potatoes;L4_Sweet_potato_fried;L5_;Sweet_potato_french_fries	Sweet potato french fries
74101000	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_raw;L4_Tomatoes_raw;L5_Tomatoes_raw;Tomatoes_raw	Tomatoes raw
74201000	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_cooked_NS;Tomatoes_cooked_NS_as_to_form_NS_as_to_method	Tomatoes cooked NS as to form NS as to method
74201001	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_cooked_NS;Tomatoes_cooked_from_fresh_NS_as_to_method	Tomatoes cooked from fresh NS as to method
74201003	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_cooked_NS;Tomatoes_cooked_from_canned_NS_as_to_method	Tomatoes cooked from canned NS as to method
74202050	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_broiled_or_fried;Tomatoes_red_NS_as_to_form_fried_WO_FAT	Tomatoes red NS as to form fried WO FAT
74202051	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_broiled_or_fried;Tomatoes_red_from_fresh_fried	Tomatoes red from fresh fried
74205011	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_green_cooked_or_pickled;Tomatoes_green_cooked_from_fresh	Tomatoes green cooked from fresh
74206000	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomatoes_cooked;L4_Tomatoes_cooked;L5_Tomatoes_dried;Tomatoes_red_dried	Tomatoes red dried
74303000	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_juices;L4_;L5_;Tomato_and_vegetable_juice_mostly_tomato	Tomato and vegetable juice mostly tomato
74401010	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Tomato_catsup;Tomato_catsup	Tomato catsup
74402010	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Tomato_chili_sauce_catsup_type	Tomato chili sauce catsup type
74402100	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Salsa_NFS	Salsa NFS
74402110	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Salsa_pico_de_gallo	Salsa pico de gallo
74402150	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Salsa_red_commerciallyprepared	Salsa red commerciallyprepared
74402200	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Salsa_red_cooked_homemade	Salsa red cooked homemade
74402250	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Enchilada_sauce_red	Enchilada sauce red
74402310	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Green_tomato_chile_sauce_raw_Salsa_de_tomate_verde_cruda	Green tomato chile sauce raw Salsa de tomate verde cruda
74402350	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Chili_sauce_or_salsa;Green_tomato_chile_sauce_cooked_Salsa_verde_NFS	Green tomato chile sauce cooked Salsa verde NFS
74403010	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_;Tomato_sauce	Tomato sauce
74404010	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Spaghetti_sauce;Spaghetti_sauce_meatless	Spaghetti sauce meatless
74406010	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Barbecue_steak_or_cocktail_sauce;Barbecue_sauce	Barbecue sauce
74406100	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Barbecue_steak_or_cocktail_sauce;Steak_sauce_tomato_base	Steak sauce tomato base
74406500	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_sauces;L4_Tomato_sauces;L5_Barbecue_steak_or_cocktail_sauce;Cocktail_sauce	Cocktail sauce
74504110	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_mixtures;L4_Tomato_mixtures;L5_Tomato_and_okra_or_onion_or_celery;Tomato_and_onion_cooked_fat_not_added_in_cooking	Tomato and onion cooked fat not added in cooking
74506000	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_mixtures;L4_Tomato_mixtures;L5_Tomato_and_cucumber;Tomato_and_cucumber_salad_made_with_tomato_cucumber_oil_and_vinegar	Tomato and cucumber salad made with tomato cucumber oil and vinegar
74601010	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_soups;L4_Tomato_soups;L5_Tomato_soup_NS;Tomato_soup_cream_of_prepared_with_milk	Tomato soup cream of prepared with milk
74602010	L1_Vegetables;L2_Tomatoes_and_tomato_mixtures;L3_Tomato_soups;L4_Tomato_soups;L5_Tomato_soup_instant_or_canned;Tomato_soup_prepared_with_water_or_readytoserve	Tomato soup prepared with water or readytoserve
75100250	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Raw_vegetable_NFS	Raw vegetable NFS
75100300	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Sprouts_NFS	Sprouts NFS
75100500	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Alfalfa_sprouts_raw	Alfalfa sprouts raw
75100800	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Asparagus_raw	Asparagus raw
75101000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Bean_sprouts_raw_soybean_or_mung	Bean sprouts raw soybean or mung
75101800	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Beans_string_green_raw	Beans string green raw
75102500	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Beets_raw	Beets raw
75102750	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Brussels_sprouts_raw	Brussels sprouts raw
75103000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cabbage_green_raw	Cabbage green raw
75104000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cabbage_Chinese_raw	Cabbage Chinese raw
75105000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cabbage_red_raw	Cabbage red raw
75107000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cauliflower_raw	Cauliflower raw
75109000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Celery_raw	Celery raw
75109500	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Chives_raw	Chives raw
75109550	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cilantro_raw	Cilantro raw
75109600	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Corn_raw	Corn raw
75111000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Cucumber_raw	Cucumber raw
75111500	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Garlic_raw	Garlic raw
75111800	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Jicama_raw	Jicama raw
75113000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Lettuce_raw	Lettuce raw
75113060	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Lettuce_Boston_raw	Lettuce Boston raw
75113080	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Lettuce_arugula_raw	Lettuce arugula raw
75114000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Mixed_salad_greens_raw	Mixed salad greens raw
75115000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Mushrooms_raw	Mushrooms raw
75117010	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Onions_young_green_raw	Onions young green raw
75117020	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Onions_mature_raw	Onions mature raw
75119000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Parsley_raw	Parsley raw
75120000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Peas_green_raw	Peas green raw
75121000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_hot_chili_raw	Pepper hot chili raw
75121500	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_Serrano_raw	Pepper Serrano raw
75122000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_raw_NFS	Pepper raw NFS
75122100	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_sweet_green_raw	Pepper sweet green raw
75122200	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_sweet_red_raw	Pepper sweet red raw
75124000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Pepper_banana_raw	Pepper banana raw
75125000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Radish_raw	Radish raw
75127500	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Seaweed_raw	Seaweed raw
75127750	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Snowpeas_pea_pod_raw	Snowpeas pea pod raw
75128000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Squash_summer_yellow_raw	Squash summer yellow raw
75128010	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Other_vegetables_raw;L5_;Squash_summer_green_raw	Squash summer green raw
75132000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Mixed_vegetable_juice;L5_;Mixed_vegetable_juice_vegetables_other_than_tomato	Mixed vegetable juice vegetables other than tomato
75132100	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Mixed_vegetable_juice;L5_;Celery_juice	Celery juice
75140500	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Raw_vegetable_mixtures;L5_Broccoli_or_cabbage;Broccoli_salad_with_cauliflower_cheese_bacon_bits_and_dressing	Broccoli salad with cauliflower cheese bacon bits and dressing
75140990	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Raw_vegetable_mixtures;L5_Broccoli_or_cabbage;Cabbage_salad_or_coleslaw_from_fast_food_restaurant	Cabbage salad or coleslaw from fast food restaurant
75141000	L1_Vegetables;L2_Other_vegetables;L3_Other_vegetables_raw;L4_Raw_vegetable_mixtures;L5_Cabbage_salad_or_coleslaw_or_celery;Cabbage_salad_or_coleslaw_made_with_coleslaw_dressing	Cabbage salad or coleslaw made with coleslaw dressing
