FoodID	taxonomy	Main.food.description
22300130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Ham;L4_Ham_fried_breaded_fresh;L5_;Ham_fried_lean_and_fat_eaten	Ham fried lean and fat eaten
22300140	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Ham;L4_Ham_fried_breaded_fresh;L5_;Ham_fried_lean_only_eaten	Ham fried lean only eaten
22311000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Ham;L4_Ham_smoked_or_cured;L5_;Ham_smoked_or_cured_cooked_NS_as_to_fat_eaten	Ham smoked or cured cooked NS as to fat eaten
22311010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Ham;L4_Ham_smoked_or_cured;L5_;Ham_smoked_or_cured_cooked_lean_and_fat_eaten	Ham smoked or cured cooked lean and fat eaten
22311020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Ham;L4_Ham_smoked_or_cured;L5_;Ham_smoked_or_cured_cooked_lean_only_eaten	Ham smoked or cured cooked lean only eaten
22311450	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Ham;L4_Ham_smoked_or_cured;L5_;Ham_prosciutto	Ham prosciutto
22400100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_roasts;L4_Pork_roasts_NS_or_loin;L5_;Pork_roast_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Pork roast NS as to cut cooked NS as to fat eaten
22400110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_roasts;L4_Pork_roasts_NS_or_loin;L5_;Pork_roast_NS_as_to_cut_cooked_lean_and_fat_eaten	Pork roast NS as to cut cooked lean and fat eaten
22400120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_roasts;L4_Pork_roasts_NS_or_loin;L5_;Pork_roast_NS_as_to_cut_cooked_lean_only_eaten	Pork roast NS as to cut cooked lean only eaten
22401010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_roasts;L4_Pork_roasts_NS_or_loin;L5_;Pork_roast_loin_cooked_lean_and_fat_eaten	Pork roast loin cooked lean and fat eaten
22401020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_roasts;L4_Pork_roasts_NS_or_loin;L5_;Pork_roast_loin_cooked_lean_only_eaten	Pork roast loin cooked lean only eaten
22421010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_roasts;L4_Pork_roast_smoked_or_cured;L5_;Pork_roast_smoked_or_cured_cooked_lean_and_fat_eaten	Pork roast smoked or cured cooked lean and fat eaten
22421020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_roasts;L4_Pork_roast_smoked_or_cured;L5_;Pork_roast_smoked_or_cured_cooked_lean_only_eaten	Pork roast smoked or cured cooked lean only eaten
22501010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Canadian_bacon;L4_;L5_;Canadian_bacon_cooked	Canadian bacon cooked
22600100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Bacon_NS_as_to_type_of_meat_cooked	Bacon NS as to type of meat cooked
22600200	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon NS as to fresh smoked or cured cooked
22601000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Pork_bacon_smoked_or_cured_cooked	Pork bacon smoked or cured cooked
22605010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Bacon_NS;L5_;Pork_bacon_formed_lean_meat_added_cooked	Pork bacon formed lean meat added cooked
22621000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Bacon_salt_pork;L4_Salt_pok_fat_back;L5_;Salt_pork_cooked	Salt pork cooked
22701010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_spareribs_cooked_lean_and_fat_eaten	Pork spareribs cooked lean and fat eaten
22701020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_spareribs_cooked_lean_only_eaten	Pork spareribs cooked lean only eaten
22701030	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_spareribs_barbecued_with_sauce_NS_as_to_fat_eaten	Pork spareribs barbecued with sauce NS as to fat eaten
22701040	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_spareribs_barbecued_with_sauce_lean_and_fat_eaten	Pork spareribs barbecued with sauce lean and fat eaten
22701050	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_spareribs_barbecued_with_sauce_lean_only_eaten	Pork spareribs barbecued with sauce lean only eaten
22704010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_cracklings_cooked	Pork cracklings cooked
22706010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_neck_bones_cooked	Pork neck bones cooked
22707010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_pigs_feet_cooked	Pork pigs feet cooked
22709010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Other_pork_items;L4_;L5_;Pork_skin_rinds_deepfried	Pork skin rinds deepfried
23000100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_NFS;L4_;L5_;Lamb_NS_as_to_cut_cooked	Lamb NS as to cut cooked
23101020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Lamb_chop_loin_shoulder;L5_;Lamb_chop_NS_as_to_cut_cooked_lean_only_eaten	Lamb chop NS as to cut cooked lean only eaten
23110000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Lamb_ribs_hocks;L5_;Lamb_ribs_cooked_lean_only_eaten	Lamb ribs cooked lean only eaten
23120120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Lamb_roast;L5_;Lamb_roast_cooked_lean_only_eaten	Lamb roast cooked lean only eaten
23132000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Lamb_ground;L5_;Lamb_ground_or_patty_cooked	Lamb ground or patty cooked
23150100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Lamb_and_goat;L4_Goat_NS_cooked;L5_;Goat_boiled	Goat boiled
23322100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Game;L4_Large_game;L5_Venisondeer_NS_processed;Deer_bologna	Deer bologna
23326100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Lamb_veal_game_other;L3_Game;L4_Large_game;L5_Bison;Bison_cooked	Bison cooked
24100000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_and_cooking_method_NS_as_to_skin_eaten	Chicken NS as to part and cooking method NS as to skin eaten
24100020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_and_cooking_method_skin_not_eaten	Chicken NS as to part and cooking method skin not eaten
24102000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_roasted_broiled_or_baked_NS_as_to_skin_eaten	Chicken NS as to part roasted broiled or baked NS as to skin eaten
24102010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_roasted_broiled_or_baked_skin_eaten	Chicken NS as to part roasted broiled or baked skin eaten
24102020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_roasted_broiled_or_baked_skin_not_eaten	Chicken NS as to part roasted broiled or baked skin not eaten
24103020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_stewed_skin_not_eaten	Chicken NS as to part stewed skin not eaten
24107000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	Chicken NS as to part coated baked or fried prepared with skin NS as to skincoating eaten
24107010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_coated_baked_or_fried_prepared_with_skin_skincoating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS	Chicken NS as to part coated baked or fried prepared with skin skincoating eaten W VEGETABLE OIL NFS INCLUDE OIL NFS
24107040	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten	Chicken NS as to part coated baked or fried prepared skinless NS as to coating eaten
24107050	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_NS_as_to_part;L5_;Chicken_NS_as_to_part_coated_baked_or_fried_prepared_skinless_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS	Chicken NS as to part coated baked or fried prepared skinless coating eaten W VEGETABLE OIL NFS INCLUDE OIL NFS
24122100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_roasted_broiled_or_baked_NS_as_to_skin_eaten	Chicken breast roasted broiled or baked NS as to skin eaten
24122110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_roasted_broiled_or_baked_skin_eaten	Chicken breast roasted broiled or baked skin eaten
24122120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_roasted_broiled_or_baked_skin_not_eaten	Chicken breast roasted broiled or baked skin not eaten
24123120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_stewed_skin_not_eaten	Chicken breast stewed skin not eaten
24124110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_fried_no_coating_skin_eaten	Chicken breast fried no coating skin eaten
24124120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_fried_no_coating_skin_not_eaten	Chicken breast fried no coating skin not eaten
24127100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_coated_baked_or_fried_prepared_with_skin_NS_as_to_skincoating_eaten	Chicken breast coated baked or fried prepared with skin NS as to skincoating eaten
24127110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken breast coated baked or fried prepared with skin skincoating eaten
24127120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	Chicken breast coated baked or fried prepared with skin skincoating not eaten
24127130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken breast from fast food coated baked or fried prepared with skin skincoating eaten
24127135	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	Chicken breast from fast food coated baked or fried prepared with skin skincoating not eaten
24127150	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_breast;L5_;Chicken_breast_coated_baked_or_fried_prepared_skinless_coating_eaten	Chicken breast coated baked or fried prepared skinless coating eaten
24132210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_leg_drumstick_and_thigh;L5_;Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_skin_eaten	Chicken leg drumstick and thigh roasted broiled or baked skin eaten
24132220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_leg_drumstick_and_thigh;L5_;Chicken_leg_drumstick_and_thigh_roasted_broiled_or_baked_skin_not_eaten	Chicken leg drumstick and thigh roasted broiled or baked skin not eaten
24133210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_leg_drumstick_and_thigh;L5_;Chicken_leg_drumstick_and_thigh_stewed_skin_eaten	Chicken leg drumstick and thigh stewed skin eaten
24133220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_leg_drumstick_and_thigh;L5_;Chicken_leg_drumstick_and_thigh_stewed_skin_not_eaten	Chicken leg drumstick and thigh stewed skin not eaten
24134220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_leg_drumstick_and_thigh;L5_;Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_not_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS	Chicken leg drumstick and thigh fried no coating skin not eaten W VEGETABLE OIL NFS INCLUDE OIL NFS
24137210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_leg_drumstick_and_thigh;L5_;Chicken_leg_drumstick_and_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken leg drumstick and thigh coated baked or fried prepared with skin skincoating eaten
24142210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_drumstick;L5_;Chicken_drumstick_roasted_broiled_or_baked_skin_eaten	Chicken drumstick roasted broiled or baked skin eaten
24142220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_drumstick;L5_;Chicken_drumstick_roasted_broiled_or_baked_skin_not_eaten	Chicken drumstick roasted broiled or baked skin not eaten
24143210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_drumstick;L5_;Chicken_drumstick_stewed_skin_eaten	Chicken drumstick stewed skin eaten
24143220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_drumstick;L5_;Chicken_drumstick_stewed_skin_not_eaten	Chicken drumstick stewed skin not eaten
24144220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_drumstick;L5_;Chicken_drumstick_fried_no_coating_skin_not_eaten	Chicken drumstick fried no coating skin not eaten
24147210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_drumstick;L5_;Chicken_drumstick_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken drumstick coated baked or fried prepared with skin skincoating eaten
24147230	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_drumstick;L5_;Chicken_drumstick_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken drumstick from fast food coated baked or fried prepared with skin skincoating eaten
24152210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_roasted_broiled_or_baked_skin_eaten	Chicken thigh roasted broiled or baked skin eaten
24152220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_roasted_broiled_or_baked_skin_not_eaten	Chicken thigh roasted broiled or baked skin not eaten
24153210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_stewed_skin_eaten	Chicken thigh stewed skin eaten
24153220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_stewed_skin_not_eaten	Chicken thigh stewed skin not eaten
24157210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken thigh coated baked or fried prepared with skin skincoating eaten
24157230	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken thigh from fast food coated baked or fried prepared with skin skincoating eaten
24157235	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_from_fast_food_coated_baked_or_broiled_prepared_with_skin_skincoating_not_eaten	Chicken thigh from fast food coated baked or broiled prepared with skin skincoating not eaten
24157250	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_thigh;L5_;Chicken_thigh_coated_baked_or_fried_prepared_skinless_coating_eaten	Chicken thigh coated baked or fried prepared skinless coating eaten
24162110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_wing;L5_;Chicken_wing_roasted_broiled_or_baked_skin_eaten	Chicken wing roasted broiled or baked skin eaten
24162120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_wing;L5_;Chicken_wing_roasted_broiled_or_baked_skin_not_eaten	Chicken wing roasted broiled or baked skin not eaten
24164110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_wing;L5_;Chicken_wing_fried_no_coating_skin_eaten	Chicken wing fried no coating skin eaten
24164120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_wing;L5_;Chicken_wing_fried_no_coating_skin_not_eaten	Chicken wing fried no coating skin not eaten
24167110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_wing;L5_;Chicken_wing_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken wing coated baked or fried prepared with skin skincoating eaten
24167130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_wing;L5_;Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_eaten	Chicken wing from fast food coated baked or fried prepared with skin skincoating eaten
24167135	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_wing;L5_;Chicken_wing_from_fast_food_coated_baked_or_fried_prepared_with_skin_skincoating_not_eaten	Chicken wing from fast food coated baked or fried prepared with skin skincoating not eaten
24198690	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_other_part_or_processed;L5_;Chicken_patty_fillet_or_tenders_breaded_cooked_from_fast_food_restaurant	Chicken patty fillet or tenders breaded cooked from fast food restaurant
24198700	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_other_part_or_processed;L5_;Chicken_patty_fillet_or_tenders_breaded_cooked	Chicken patty fillet or tenders breaded cooked
24198720	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_other_part_or_processed;L5_;Chicken_ground	Chicken ground
24198730	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_other_part_or_processed;L5_;Chicken_nuggets_from_fast_food_restaurant	Chicken nuggets from fast food restaurant
24198740	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Chicken;L4_Chicken_other_part_or_processed;L5_;Chicken_nuggets	Chicken nuggets
24201000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_NS_light_or_dark_meat;Turkey_NFS	Turkey NFS
24201010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_NS_light_or_dark_meat;Turkey_light_meat_cooked_NS_as_to_skin_eaten	Turkey light meat cooked NS as to skin eaten
24201110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_NS_light_or_dark_meat;Turkey_light_meat_roasted_NS_as_to_skin_eaten	Turkey light meat roasted NS as to skin eaten
24201120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_NS_light_or_dark_meat;Turkey_light_meat_roasted_skin_not_eaten	Turkey light meat roasted skin not eaten
24201220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_NS_light_or_dark_meat;Turkey_dark_meat_roasted_skin_not_eaten	Turkey dark meat roasted skin not eaten
24201310	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_NS_light_or_dark_meat;Turkey_light_and_dark_meat_roasted_NS_as_to_skin_eaten	Turkey light and dark meat roasted NS as to skin eaten
24201400	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_NS_light_or_dark_meat;Turkey_light_or_dark_meat_stewed_NS_as_to_skin_eaten	Turkey light or dark meat stewed NS as to skin eaten
24202600	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_Turkey_drumstick_or_thigh;Turkey_neck_cooked	Turkey neck cooked
24207000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_;Turkey_ground	Turkey ground
24208500	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Turkey;L4_Turkey_NS;L5_;Turkey_bacon_cooked	Turkey bacon cooked
24300110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Duck;L4_Duck_NS;L5_;Duck_cooked_skin_eaten	Duck cooked skin eaten
24301010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Poultry;L3_Duck;L4_Duck_NS;L5_;Duck_roasted_skin_eaten	Duck roasted skin eaten
25210110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Frankfurters;L5_;Frankfurter_wiener_or_hot_dog_NFS	Frankfurter wiener or hot dog NFS
25210210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Frankfurters;L5_;Frankfurter_or_hot_dog_beef	Frankfurter or hot dog beef
25210220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Frankfurters;L5_;Frankfurter_or_hot_dog_beef_and_pork	Frankfurter or hot dog beef and pork
25210290	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Frankfurters;L5_;Frankfurter_or_hot_dog_meat_and_poultry_reduced_fat_or_light	Frankfurter or hot dog meat and poultry reduced fat or light
25210410	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Frankfurters;L5_;Frankfurter_or_hot_dog_turkey	Frankfurter or hot dog turkey
25210610	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Frankfurters;L5_;Frankfurter_or_hot_dog_beef_lowfat	Frankfurter or hot dog beef lowfat
25210620	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Frankfurters;L5_;Frankfurter_or_hot_dog_beef_reduced_fat_or_light	Frankfurter or hot dog beef reduced fat or light
25220105	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Beef_sausage	Beef sausage
25220350	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Bratwurst	Bratwurst
25220410	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Bologna_NFS	Bologna NFS
25220430	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Bologna_beef	Bologna beef
25220710	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Chorizo	Chorizo
25221250	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Pepperoni	Pepperoni
25221310	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Polish_sausage	Polish sausage
25221350	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Italian_sausage	Italian sausage
25221400	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Sausage_not_cold_cut_NFS	Sausage not cold cut NFS
25221405	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Pork_sausage	Pork sausage
25221410	L1_Meat_Poultry_Fish_and_Mixtures;L2_Organ_meats_sausages_and_lunchmeats;L3_Frankfurters_sausages_lunchmeats_meat_spreads;L4_Sausages;L5_;Pork_sausage_fresh_bulk_patty_or_link_cooked	Pork sausage fresh bulk patty or link cooked
